Franchise,Movie_Count,revenue,ganancia_promedio_por_franquicia
Alligator Collection,2,0.0,0.0
Pet Sematary Collection,2,74561920.0,13677.0
Alice in Wonderland Collection,2,1324861194.0,161000000.0
Percy Jackson Collection,2,401075960.0,361411924.0
Olympia,2,0.0,0.0
Avatar Collection,2,2787965087.0,483500.0
Sleuth Collection,2,342835.0,0.0
Fuga de cerebros - Collection,2,0.0,0.0
Laid to Rest Collection,2,0.0,0.0
Cloudy with a Chance of Meatballs Collection,2,491373087.0,0.0
Die Fritz Lang Indien-Edition,2,0.0,0.0
MVP,2,0.0,53535827.5
Mickey's Upon a Christmas Collection,2,0.0,46039138.5
The Gorky Collection,2,0.0,0.0
Sherlock Holmes Collection,2,858643679.0,0.0
Steal This Film Collection,2,0.0,0.0
Anglo-Zulu War Collection,2,8000000.0,14415.5
MacGyver (TV Movies) Collection,2,0.0,0.0
Ninja Collection,2,0.0,0.0
Swamp Thing Collection,2,192816.0,0.0
Rocky Horror Collection,2,112892319.0,0.0
Thunderbirds (Animation) Collection,2,0.0,728966644.5
Trylogia Sienkiewicza,2,0.0,106673541.5
Captain Harlock Collection,2,17137302.0,0.0
Camp Rock Collection,2,0.0,150000.0
Jack Frost Collection,2,0.0,0.0
Quarantine Collection,2,40855419.0,361289.5
Inoshika Ocho series,2,0.0,48959331.5
I Am Curious Collection,2,0.0,7024186.0
Hitman Collection,2,181933203.0,15099552.5
Niko - Coleccion,2,17000000.0,0.0
Bachelor Party Collection,2,38435947.0,0.0
Arthur Collection,2,110142874.0,1462480802.0
Caddyshack Collection,2,39846344.0,0.0
Navarone Collection,2,36130000.0,27213821.0
The Hamiltons Collection,2,0.0,0.0
300 Collection,2,760190470.0,53099487.5
Keinohrhasen Filmreihe,2,130023447.0,0.0
Battlestar Galactica (Reboot) Collection,2,0.0,0.0
Grumpy Old Men Collection,2,0.0,0.0
The Condemned Collection,2,8642858.0,0.0
Vacancy Collection,2,35300645.0,23799821.5
National Treasure Collection,2,804815062.0,0.0
Cross of Iron Collection,2,0.0,0.0
Decoys Collection,2,0.0,30830480.0
Ivan The Terrible Collection,2,0.0,64640637.0
Elite Squad Collection,2,63027681.0,33596429.5
FernGully Collection,2,32710894.0,5329896.0
East is East Collection,2,32067000.0,818708215.5
Born Free Trilogy,2,0.0,0.0
If I Were You Collection,2,0.0,0.0
American Psycho Collection,2,34266564.0,0.0
Brice Collection,2,0.0,0.0
Halloween (Rob Zombie Series) Collection,2,119675375.0,0.0
2 Days In... Collection,2,21429951.0,0.0
Grindhouse Collection,2,25037897.0,48030429.0
Trilogía Sollima,2,0.0,15276697.0
Darko Collection,2,5370522.0,0.0
30 Days of Night Collection,2,75505973.0,52077921.5
Star Crash Collection,2,0.0,0.0
The Party Collection,2,0.0,0.0
Why Did I Get Married Collection,2,115257317.0,792072293.5
SpongeBob Collection,2,451755824.0,133648843.5
The Whole Nine/Ten Yards Collection,2,132527432.0,0.0
American Graffiti Collection,2,155014674.0,60421029.0
Vampire Hunter D Collection,2,0.0,0.0
Death Race Original Collection,2,8000000.0,0.0
Piranha Collection,2,0.0,0.0
The Lone Ranger (Clayton Moore) Collection,2,0.0,4321429.0
Fanny Brice Collection,2,52223306.0,319085074.5
Mirrors Collection,2,72436439.0,0.0
Red Cliff Collection,2,248873834.0,0.0
Deuce Bigalow Collection,2,87935221.0,292589464.0
Space Chimps Collection,2,63800345.0,0.0
The Last Picture Show Collection,2,29133000.0,55958643.5
Journey Collection,2,457394820.0,0.0
In China They Eat Dogs Collection,2,0.0,12552758.5
Lew Harper Collection,2,12000000.0,1231858108.0
Frosty the Snowman Collection,2,0.0,0.0
Get Smart Collection,2,0.0,0.0
Ten Minutes Older... (Collection),2,0.0,12233630.5
Arn collection,2,0.0,0.0
The Ultimate Collection,2,0.0,0.0
Single White Female Collection,2,48017402.0,0.0
The Black Stallion Collection,2,47599643.0,0.0
Nim's Island Collection,2,100076342.0,0.0
Street Kings Collection,2,65569869.0,22650000.0
"To Sir, with Love Collection",2,0.0,492503.5
The Boondock Saints Collection,2,10659792.0,0.0
Wayne's World Collection,2,169662323.0,0.0
Sex and the City Collection,2,703600478.0,0.0
Sister Act Collection,2,288924179.0,55401838.0
Slime City Collection,1,0.0,0.0
Daddy's Home Collection,1,242786137.0,0.0
Zombi Collection,1,0.0,0.0
Umizaru Collection,1,0.0,169327687.0
Chinese Boxer Collection,1,0.0,0.0
Once were Warriors Collection,1,2201126.0,0.0
Cold War Collection,1,0.0,589331619.0
OSS 117 The Original Saga,1,0.0,793216361.0
Arabian Nights,1,0.0,0.0
Tales From The Dark Collection,1,0.0,56309766.0
F.C. De Kampioenen Collectie,1,7471304.0,0.0
Lucky Luke (Terence Hill) Collection,1,0.0,0.0
K3 Collectie,1,0.0,5125098793.0
Public Enemy Series,1,0.0,0.0
Richie Rich Collection,1,0.0,0.0
All Hallow's Eve Collection,1,0.0,0.0
Super Size Me Collection,1,28575078.0,401099483.0
Hentai Kamen Collection,1,0.0,3000000.0
Young And Dangerous Collection,1,0.0,99532338.0
Алиса в стране чудес (Коллекция),1,0.0,0.0
Devasuram Collection,1,0.0,0.0
The Under-Gifted Collection,1,0.0,29800000.0
Regalo di Natale - Collezione,1,0.0,0.0
08/15 Collection,1,0.0,471243165.0
Papa ou Maman Collection,1,0.0,0.0
Lammbock Collection,1,0.0,0.0
Dr. Mabuse Collection,1,0.0,0.0
Dark Rising Collection,1,0.0,0.0
Wonder Woman Collection,1,820580447.0,0.0
The Cheerleaders - Collection,1,0.0,429375314.0
Bang Rajan Collection,1,0.0,60000000.0
Fallen Collection,1,0.0,0.0
Fight Back to School Collection,1,0.0,0.0
Mrs. Miracle Collection,1,0.0,194565309.0
Hot Wheels: AcceleRacers - Collection,1,0.0,261228450.0
The Krays Collection,1,0.0,0.0
Extralarge Collection,1,0.0,0.0
Argo Collection,1,0.0,0.0
Madeline,1,0.0,1075726677.0
Pierino - Serie ufficiale,1,0.0,924422301.0
Northpole,1,0.0,0.0
The Adventures of Mickey Matson Collection,1,0.0,77527732.0
The Falls Collection,1,0.0,0.0
Wolf Warriors Collection,1,80000000.0,25000000.0
The Prostitute Trilogy,1,0.0,69623713.0
Ostwind Filmreihe,1,0.0,0.0
Destricted,1,0.0,5844868.0
Assassination Classroom Collection,1,0.0,2935523356.0
Tada's Do-It-All Collection,1,0.0,0.0
Aurélie Laflamme Collection,1,0.0,0.0
Göta kanal collection,1,0.0,17985893.0
Zipi y Zape - Colección,1,0.0,0.0
Şevkat Yerimdar Serisi,1,0.0,0.0
Tainá,1,0.0,100138851.0
Midnight Diner Collection,1,0.0,2944162634.0
The Pub Landlord Collection,1,0.0,0.0
Alan Davies Collection,1,0.0,561202163.0
Miles Jupp Standup Collection,1,0.0,59893982.0
The Joys of Torture Series,1,0.0,88025781.0
Der Bockerer Collection,1,0.0,0.0
Blood Island (Hammer series),1,0.0,631442092.0
I soliti idioti Collection,1,0.0,1040000.0
Krummerne (Samling),1,0.0,836688411.0
Olsen Banden (Samling),1,0.0,40000000.0
Vai Que Dá Certo,1,0.0,798406075.0
Sağ Salim Serisi,1,0.0,0.0
Düğün Dernek Collection,1,0.0,341523612.0
Mandıra Filozofu Serisi,1,0.0,260702809.0
The Hobgoblin Collection,1,0.0,0.0
Flatland Collection,1,0.0,27625100.0
Nitro Collection,1,0.0,0.0
In the Vineyard Collection,1,0.0,84460846.0
Omae Umasou Da na,1,0.0,82917392.0
DMB Collection,1,0.0,29133000.0
Bloodfight,1,0.0,34510225.0
Gumball 3000 Collection,1,0.0,6924581.0
Сказки Чуковского,1,0.0,781111076.0
I Spit on Your Grave (Original) Collection,1,0.0,0.0
Ducobu Collection,1,0.0,788241776.0
Чебурашка и крокодил Гена,1,0.0,222300000.0
Tomtar och Trolltyg Collection,1,0.0,0.0
Hailey Dean Mystery Collection,1,0.0,0.0
Kocan Kadar Konuş Serisi,1,0.0,30471420.0
Ivan Brovkin Collection,1,0.0,2916544743.0
Зимняя Вишня (трилогия),1,0.0,0.0
Aniskin Collection,1,0.0,0.0
The Cutlass Collection,1,0.0,0.0
Adventures of a ...,1,0.0,4905000.0
Macskafogó gyűjtemény,1,0.0,20659423.0
Çalgı Çengi Collection,1,0.0,35500000.0
La Tour Infernale,1,0.0,0.0
Параграф 78 - Дилогия,1,0.0,0.0
Никто не знает про секс - Коллекция,1,0.0,15608545.0
God of Gamblers Collection,1,4762337.0,0.0
Turkish Star Wars,1,0.0,22165608.0
Tokyo Decadence series,1,0.0,0.0
They Call Me Bruce Collection,1,16894678.0,351583407.0
Minions: 3 Mini-Movie Collection,1,0.0,1627105295.0
Classmates Collection,1,0.0,18718124.0
Romantik Komedi [Seri],1,0.0,659576787.0
Eyyvah Eyvah Collection,1,0.0,31055440.0
Zero Woman Collection,1,0.0,1109660.0
Caméra Café,1,0.0,119317844.0
White Collar Hooligan Collection,1,0.0,214839043.0
Little Bear,1,0.0,0.0
Kolpaçino Serisi,1,0.0,0.0
Shin Chan Collection,1,0.0,0.0
Macross Frontier Collection,1,0.0,0.0
Showgirls Collection,1,20350754.0,0.0
00 Schneider Filmreihe,1,0.0,1250027401.0
Black Magic Collection,1,0.0,400124401.0
Los Leguineche - Colección,1,1622164.0,0.0
Force Collection,1,0.0,0.0
Die Kirche bleibt im Dorf Collection,1,0.0,36442475.0
Knerten Collection,1,0.0,0.0
Father of Four Collection,1,0.0,0.0
Rakht Charitra,1,0.0,252077290.0
Tarzan (Mike Henry series),1,0.0,44527234.0
Race Gurram collection,1,0.0,0.0
Welcome Collection,1,36500000.0,107912717.0
Wild Orchid Collection,1,0.0,0.0
Flower & Snake Collection,1,0.0,0.0
Les Profs,1,0.0,0.0
Raaz Collection,1,0.0,0.0
Death Note Relight,1,0.0,0.0
ABCD Collection,1,222000.0,0.0
Horror High Collection,1,0.0,2970.0
You Got Served Collection,1,0.0,164478248.0
All for ...,1,0.0,75871032.0
Black & White Collection,1,0.0,84563118.0
Armitage III Collection,1,0.0,17626234.0
The Nigger Charley Collection,1,0.0,0.0
Fast Getaway Collection,1,0.0,0.0
Nadodikkattu Collection,1,0.0,260484588.0
Beck - Historien om ett brott,1,0.0,16.0
Eccezzziunale... veramente Collections,1,0.0,0.0
Hard Time Collection,1,0.0,30468044.0
Spirits' Homecoming Collection,1,0.0,0.0
Sides of the Bed,1,0.0,316699354.0
Waldemar Daninsky Collection,1,0.0,6732396.0
Till Luck Do Us Part Collection,1,1672940.0,0.0
Mikogami Trilogy / Wanderer Jôkichi,1,0.0,118647330.0
Goopy Bagha Trilogy,1,0.0,0.0
Kung Fu Mahjong Collection,1,0.0,493881361.0
LasseMaja: Samling,1,0.0,0.0
Fatal Fury Collection,1,0.0,0.0
Kenji Misumi's Trilogy of the Sword,1,0.0,118063304.0
Emmanuelle 2000 Collections (USA),1,0.0,0.0
Flower Shop Mystery Collection,1,0.0,32416586.0
All of My Heart Collection,1,0.0,447188544.0
CyberTracker Collection,1,0.0,165333180.0
Mi Nismo Anđeli Collection,1,0.0,0.0
Nana Collection,1,0.0,875457937.0
Singam Collection,1,9700000.0,14665733.0
The Modesty Blaise Collection,1,0.0,0.0
Memories Collection,1,0.0,48063435.0
Karas The Collection,1,0.0,0.0
Quando le donne avevano la coda,1,0.0,0.0
Superman (DC Universe Animated) Collection,1,0.0,27000000.0
The Angrez Collection,1,300000.0,0.0
Yamakasi - Collection,1,0.0,83405478.0
Bloodfist Collection,1,0.0,0.0
Meu Passado me Condena,1,0.0,35007180.0
Don't Go Breaking My Heart Collection,1,0.0,0.0
The Four Collection,1,0.0,1108367047.0
Nymphomaniac Collection,1,2227167.0,0.0
Zanna Bianca Collection,1,0.0,0.0
American Addict Collection,1,0.0,0.0
Горько! (Коллекция),1,0.0,109100657.0
Eberhofer Krimi Collection,1,0.0,0.0
Lamù Collection,1,0.0,0.0
China O'Brien Collection,1,0.0,1519796.0
The Heroic Trio Collection,1,0.0,165963399.0
Swordsman Collection,1,0.0,0.0
Action Pack Bandit Films Collection,1,0.0,0.0
"Maria, ihm schmeckt's nicht!",1,0.0,0.0
We're the Millers Collection,1,269994119.0,0.0
Warriors of Virtue Collection,1,0.0,0.0
Yamla Pagla Deewana,1,0.0,1845327738.0
World War Z Collection,1,531865000.0,1423000.0
Pacific Rim Collection,1,407602906.0,47758430.0
Mods Collection,1,0.0,0.0
Stomp the Yard Collection,1,75511123.0,54947.0
The Devil's Carnival Collection,1,0.0,0.0
The South Shaolin Master Collection,1,0.0,310705790.0
Die Nibelungen Filmreihe,1,0.0,951179.0
The Nut Job Collection,1,0.0,3342107290.0
Gunbuster Collection,1,0.0,0.0
The Croods Collection,1,585178928.0,0.0
Anatomy Collection,1,0.0,0.0
Viy Collection,1,34592118.0,0.0
The Reef Collection,1,0.0,238073.0
I due carabinieri Collecion,1,0.0,269143718.0
Freche Mädchen Filmreihe,1,0.0,40738250.0
Father Flanagan Collection,1,0.0,0.0
Kingsman Collection,1,414351546.0,0.0
Constantine Collection,1,230884728.0,0.0
Flower and Snake Collection,1,0.0,0.0
Six Swedes Collection,1,0.0,808114.0
Ninjas vs. Collection,1,0.0,0.0
Cleopatra Jones,1,0.0,132527432.0
The ChubbChubbs Collection,1,0.0,0.0
The Monkey King Collection,1,0.0,0.0
If You Are the One (Collection),1,0.0,0.0
Zu Warriors Collection,1,0.0,0.0
Valami Amerika gyűjtemény,1,0.0,1405305345.0
Aashiqui Collection,1,16000000.0,154232059.0
Warriors of the Rainbow: The Seediq Bale Saga,1,0.0,6697771.0
Hopalong Cassidy films,1,0.0,0.0
Dead in Tombstone Collection,1,0.0,257567747.0
Digimon Collection,1,0.0,0.0
Annabelle Collection,1,255273813.0,0.0
Kati Collection,1,0.0,0.0
Star Wreck Collection,1,0.0,16894678.0
Father and Guns Collection,1,0.0,166251935.0
Cyborg 009 Collection,1,0.0,8176544.0
Journey to the West Collection,1,0.0,1093898020.0
Disneys Große Pause,1,44460850.0,0.0
Mr. Bones Collection,1,0.0,0.0
The Snowman Collection,1,0.0,24209008.0
Bats Collection,1,10.0,0.0
Dreileben,1,0.0,0.0
Galaxy Express 999 Collection,1,0.0,0.0
Takashi Miike's Young Thugs series,1,0.0,0.0
Naked Fear Collection,1,0.0,1672940.0
The Desert Collection,1,0.0,101646581.0
Fred Collection,1,0.0,20300000.0
Sami Swoi Collection,1,0.0,126.0
Truth in 24 Collection,1,0.0,0.0
U Pana Boga Collection,1,0.0,0.0
McDull Collection,1,0.0,0.0
Pekko aikamiespoika Collection,1,0.0,0.0
How I Unleashed World War II,1,0.0,0.0
Caprinos Eventyrlige Verden,1,0.0,431208728.0
The Storm Riders Collection,1,0.0,0.0
Kill Buljo Collection,1,0.0,0.0
Shadow Warriors,1,0.0,112462508.0
Tere Bin Laden Collection,1,0.0,0.0
Rare Exports Collection,1,0.0,0.0
The August Underground Collection,1,0.0,11672363.0
The Black Mask Collection,1,0.0,0.0
Deadly Prey Collection,1,0.0,1937890605.0
Mondo Cane Collection,1,0.0,3833507.0
3 Men (Original) Collection,1,2052466.0,57903789.0
Macon County Collection,1,0.0,0.0
Puss 'n Boots Collection,1,0.0,4366101244.0
Åsa-Nisse Collection,1,0.0,0.0
Tulse Luper,1,25800.0,48572000.0
Takashi Miike's Black Society Trilogy,1,0.0,0.0
2001 Maniacs Collection,1,0.0,0.0
Angelique Collection,1,0.0,0.0
The 1997 Trilogy,1,0.0,0.0
This is England Collection,1,8176544.0,0.0
Les Boys,1,0.0,0.0
The Postman Collection,1,17626234.0,0.0
Cirque du Soleil Collection,1,34153101.0,0.0
Legends of the Poisonous Seductress,1,0.0,5450815.0
Surf's Up Collection,1,149044513.0,0.0
Barney Collection,1,0.0,0.0
Wreck-It Ralph Collection,1,471222889.0,25800.0
Mann Filmreihe,1,0.0,11466088.0
Gangs of Wasseypur Collection,1,4100000.0,0.0
Thermae Romae Collection,1,0.0,0.0
The Man from Earth Collection,1,0.0,0.0
Footsoldier Collection,1,0.0,0.0
Immaturi Collection,1,0.0,17355754.0
Zebraman Collection,1,0.0,0.0
Flesh Gordon Collection,1,0.0,14600000.0
Wanted - Collection,1,258270008.0,0.0
Boston Blackie Series,1,0.0,0.0
Mamma Mia! Collection,1,609841637.0,260887222.0
Mister Roberts Collection,1,0.0,539608743.0
Letters to Santa Collection,1,0.0,12398628.0
The Water of the Hills,1,0.0,12945586.0
Seed Collection,1,0.0,0.0
Super Troopers Collection,1,18492362.0,0.0
Kim Possible Collection,1,0.0,0.0
Il tassinaro,1,0.0,0.0
Cross Collection,1,0.0,111101957.0
Il medico della mutua Collection,1,0.0,0.0
Golgo 13 Collection,1,0.0,124934.0
Sex is Zero Collection,1,0.0,0.0
The Sally Lochhart Mysteries Collection,1,0.0,0.0
Encounters of the Spooky Kind Collection,1,731753.0,35300645.0
Trinità  Collection,1,0.0,0.0
Cabin By The Lake Collection,1,0.0,0.0
The Secret Life of Pets Collection,1,875457937.0,0.0
Blade Runner Collection,1,33139618.0,0.0
Fantastic Beasts Collection,1,809342332.0,0.0
Max (Collection),1,43967255.0,0.0
Ada Apa Dengan Cinta? Collection,1,0.0,80547866.0
My Sisters Kids Collection,1,0.0,300257475.0
Gone in 60 Seconds Trilogy,1,0.0,0.0
Martial Law Collection,1,0.0,0.0
The Sister Street Fighter Collection,1,0.0,0.0
The Dog Who Saved Christmas Collection,1,0.0,6000000.0
Road House Collection,1,30050028.0,34592118.0
Mörderischer Norden,1,0.0,0.0
Lauras Stern,1,0.0,18637690.0
"Rico, Oskar 1, 2 & 3",1,0.0,0.0
The Houses October Built Collection,1,0.0,57223890.0
Sabrina the Teenage Witch Collection,1,0.0,0.0
Allan Quatermain (1950 series),1,0.0,178596090.0
Anja & Viktor Collection,1,0.0,192452832.0
The Frogtown Collection,1,0.0,0.0
Prep & Landing Collection,1,0.0,258270008.0
Always: Sunset on Third Street Collection,1,33053559.0,0.0
Dragon Nest Collection,1,0.0,0.0
Puff Collection,1,0.0,79567667.0
Detonator Collection,1,0.0,0.0
Fear Collection,1,0.0,0.0
Short Peace,1,0.0,0.0
White Crane Chronicles,1,0.0,169662323.0
PTU Collection,1,0.0,8910819.0
Ur kärlekens språk,1,0.0,0.0
I pompieri - Collezione,1,0.0,269994119.0
The Mangler Collection,1,0.0,30218387.0
The Exterminator Collection,1,0.0,36500000.0
Erotic Ghost Story Collection,1,0.0,0.0
Lee Rock Collection,1,0.0,0.0
The Incredibles Collection,1,631442092.0,10138913.0
Long Arm of the Law Collection,1,0.0,66966987.0
Art of the Devil Collection,1,0.0,0.0
Vampire Boys Collection,1,0.0,0.0
NASU Collection,1,0.0,0.0
Ex Collection,1,0.0,0.0
Lezioni di Cioccolato Collection,1,0.0,34793160.0
Mystery Woman,1,0.0,91196419.0
I Love a Mystery movie series,1,0.0,115257317.0
Thunder in Paradise Collection,1,0.0,0.0
Robot Chicken: Star Wars Collection,1,0.0,0.0
Schule Collection,1,0.0,67200000.0
Begotten Collection,1,0.0,0.0
East Side Kids,1,0.0,0.0
Wodehouse P.G. Collection,1,0.0,0.0
My Sassy Girl Collection,1,0.0,15719109.0
Isi/Disi Collection,1,0.0,36393000.0
Old Way Collection,1,0.0,168180.0
He Who Dares Collection,1,0.0,0.0
Snake Eater Collection,1,0.0,69631118.0
The Mark Collection,1,0.0,0.0
The Sweeney Collection,1,0.0,0.0
Richard the Lionheart Collection,1,0.0,37393092.0
Les Charlots - Saga,1,0.0,80000000.0
Ring of Fire Collection,1,0.0,820580447.0
Skeleton Key Collection,1,0.0,32268129.0
In the Line of Duty Collection,1,0.0,531865000.0
Hayride Collection,1,0.0,70862717.0
Magic Kid Collection,1,0.0,113080982.0
Aces Go Places Collection,1,0.0,471222889.0
Heidi (Praesens-Film) Filmreihe,1,0.0,28650575.0
Salt and Pepper Collection,1,0.0,2808832317.0
Deadpool Collection,1,783112979.0,0.0
Ant-Man Collection,1,519311965.0,0.0
Justice League Collection,1,0.0,0.0
Inuyasha Collection,1,0.0,116207.0
Vi hade i alla fall tur med vädret Collection,1,0.0,0.0
The Six Million Dollar Man Collection,1,0.0,0.0
No Good Middle-Aged Yakuza Trilogy,1,0.0,44726644.0
The Spiritual Boxer Collection,1,0.0,0.0
Fanthagirò Collection,1,0.0,0.0
The Encounter Collection,1,0.0,0.0
Kleines Arschloch Collection,1,0.0,0.0
Dixie Zombi - Colección,1,0.0,0.0
House of Angels Collection,1,0.0,0.0
The Bride with White Hair Collection,1,0.0,0.0
Sex Up Filmreihe,1,0.0,0.0
Santa's Apprentice,1,0.0,0.0
The Wixxer Trilogy,1,0.0,116749981.0
Killer Crocodile Collection,1,0.0,392688588.0
Fontaine Khaled Collection,1,0.0,0.0
Robotech (Samling),1,0.0,59265680.0
Lemon Popsicle Collection,1,0.0,694669972.0
Gonin collection,1,0.0,0.0
The Waxwork Collection,1,808114.0,0.0
Sadako 3D Collection,1,0.0,0.0
Lemmy Caution Collection,1,0.0,0.0
Apocalypse Collection,1,0.0,0.0
Doraemon Collection,1,83061158.0,13218980.0
Elvira Collection,1,5596267.0,0.0
Tomie Collection,1,0.0,55635037.0
Garage Sale Mystery Collection,1,0.0,0.0
Chaar Sahibzaade Collection,1,0.0,0.0
Mr. Boogedy Collection,1,0.0,0.0
Lady Snowblood Collection,1,0.0,9816332.0
Glass Tiger collection,1,0.0,0.0
Kathleen Madigan Collection,1,0.0,0.0
The Big Bottom Box,1,0.0,0.0
Joséphine - Saga,1,0.0,0.0
Red Lotus Collection,1,0.0,0.0
