,Franchise,Movie_Count,revenue,ganancia_promedio_por_franquicia
1032,House of 1000 Corpses Collection,2.0,16829545.0,13688536.5
1033,Man of Marble/Iron Collection,2.0,0.0,492412097.5
1034,Smokin' Aces Collection,2.0,57103895.0,15025014.0
1035,The Messengers Collection,2.0,1109660.0,59877139.0
1036,The Flicka Collection,2.0,0.0,0.0
1037,SPL Collection,2.0,0.0,0.0
1038,Ghost Rider Collection,2.0,377955748.0,672227578.5
1039,Kidulthood Collection,2.0,165000.0,176033174.0
1040,Jeepers Creepers Collection,2.0,122320455.0,0.0
1041,Philo & Clyde Collection,2.0,70687429.0,0.0
1042,Silent Hill Collection,2.0,149910249.0,0.0
1043,Firestarter Collection,2.0,17080167.0,668563047.0
1044,The Protector Collection,2.0,30468044.0,56446159.5
1045,Die Nibelungen Collection,2.0,0.0,91672719.0
1046,The Emigrants Collection,2.0,0.0,0.0
1047,The Streetfighter Collection,2.0,0.0,16697713.0
1048,F/X Collection,2.0,20603715.0,0.0
1049,28 Days/Weeks Later Collection,2.0,146958325.0,50245893.0
1050,See No Evil Collection,2.0,0.0,0.0
1051,Finding Nemo Collection,2.0,1968906425.0,30850000.0
1052,The Gidget Collection,2.0,0.0,424867449.5
1053,Road Trip Collection,2.0,119754278.0,58321673.0
1054,The Sheriff and the Satellite Kid Collection,2.0,0.0,0.0
1055,9½ Weeks Collection,2.0,6735922.0,0.0
1056,Crank Collection,2.0,77491618.0,0.0
1057,Bon Cop Bad Cop Collection,2.0,12671300.0,0.0
1058,Almighty Collection,2.0,657572835.0,0.0
1059,Shanghai Noon Collection,2.0,145255792.0,0.0
1060,Saturday Night Fever Collection,2.0,302005854.0,0.0
1061,Clint Eastwood's Iwo Jima Collection,2.0,134573477.0,0.0
1062,Annie Collection,2.0,57059003.0,0.0
1063,Sin City Collection,2.0,198141436.0,0.0
1064,Walking Tall Original Collection,2.0,0.0,0.0
1065,The Crimson Rivers Collection,2.0,0.0,3669493.5
1066,Cats & Dogs Collection,2.0,205858915.0,0.0
1067,Dream a Little Dream Collection,2.0,0.0,0.0
1068,Teen Wolf Collection,2.0,0.0,0.0
1069,Battle Royale Collection,2.0,25000000.0,0.0
1070,Mean Girls Collection,2.0,129042871.0,2950000.0
1071,Kindergarten Cop Collection,2.0,201957688.0,0.0
1072,Van Helsing Collection,2.0,300257475.0,151002927.0
1073,Patlabor Collection,2.0,0.0,45519138.0
1074,WarGames Collection,2.0,79567667.0,439153903.0
1075,My Big Fat Greek Wedding Collection,2.0,457667295.0,0.0
1076,My Wife is a Gangster Collection,2.0,0.0,14225876.0
1077,Fubar Collection,2.0,0.0,448277515.0
1078,Tomb Raider Collection,2.0,431208728.0,0.0
1079,Eddie and the Cruisers Collection,2.0,4786789.0,0.0
1080,White Fang Collection,2.0,34793160.0,228558768.0
1081,The Foreigner Collection,2.0,0.0,302191463.0
1082,The Kingdom,2.0,0.0,2890942.5
1083,Atlantis Collection,2.0,186053725.0,0.0
1084,Fortress Collection,2.0,6739141.0,0.0
1085,Batman Beyond Collection,2.0,0.0,0.0
1086,Yossi Collection,2.0,116207.0,0.0
1087,Pumping Iron Collection,2.0,0.0,0.0
1088,The Hunters Collection,2.0,0.0,0.0
1089,Short Circuit Collection,2.0,62327849.0,0.0
1090,The Man From Snowy River Collection,2.0,20659423.0,198001.5
1091,Dr Goldfoot Collection,2.0,0.0,351800239.0
1092,Unna Trilogie,2.0,0.0,0.0
1093,Blacula Collection,2.0,0.0,9717366.5
1094,USA: Land of Opportunities Collection,2.0,17355754.0,0.0
1095,Bill & Ted's Most Excellent Collection,2.0,40485039.0,65388058.0
1096,Cheaper by the Dozen Collection,2.0,319393943.0,72627896.0
1097,The Female Prisoner Series,2.0,0.0,9856130.5
1098,Täällä Pohjantähden alla (Timo Koivusalo),2.0,0.0,0.0
1099,Evangelion Collection,2.0,20000000.0,0.0
1100,Kirikou,2.0,0.0,0.0
1101,Hellboy Collection,2.0,259707050.0,0.0
1102,If These Walls Could Talk Collection,2.0,0.0,0.0
1103,Running Out Of Time Collection,2.0,0.0,0.0
1104,3 Men Collection,2.0,0.0,429321839.5
1105,The Wog Boy Collection,2.0,0.0,0.0
1106,Herr Lehmann Filmreihe,2.0,0.0,0.0
1107,Mr. Vampire Collection,2.0,0.0,0.0
1108,Demons Collection,2.0,0.0,31163924.5
1109,Trilogy of Terror Collection,2.0,0.0,0.0
1110,Star Wars: The Ewok Adventures Collection,2.0,0.0,10175377.0
1111,Barefoot Gen Collection,2.0,0.0,1477903504.0
1112,Brancaleone Collection,2.0,1314230.0,0.0
1113,The Rutles Collection,2.0,0.0,0.0
1114,Dr. Who Collection,2.0,0.0,0.0
1115,The Are We Collection,2.0,97918663.0,74955124.5
1116,Alone in the Dark Collection,2.0,10442808.0,84445.0
1117,Mannequin Collection,2.0,46473622.0,0.0
1118,Ирония судьбы (Коллекция),2.0,55635037.0,99070718.0
1119,Joe Dirt Collection,2.0,30987695.0,4850000.0
1120,World of Watches Collection,2.0,70862717.0,12517000.0
1121,The Paleface Collection,2.0,0.0,24008701.0
1122,Dolemite Collection,2.0,0.0,65297228.5
1123,Mountain Family Robinson Collection,2.0,0.0,0.0
1124,Save The Last Dance Collection,2.0,91038276.0,144462089.5
1125,Leningrad Cowboys Collection,2.0,0.0,11386009.5
1126,The Princess Diaries Collection,2.0,260484588.0,0.0
1127,Dorm Daze Collection,2.0,263941.0,0.0
1128,The Stepfather Collection,2.0,1519796.0,0.0
1129,House of the Dead Collection,2.0,13818181.0,14000000.0
1130,Kill Bill Collection,2.0,333108461.0,0.0
1131,Texas Chainsaw (Reboot) Collection,2.0,107071655.0,0.0
1132,100 Girls Collection,2.0,0.0,171417.5
1133,Barbarian Queen Collection,2.0,0.0,0.0
1134,The Twins Effect Collection,2.0,0.0,99274502.0
1135,Dark Woods Collection,2.0,0.0,28551947.5
1136,Bad Santa Collection,2.0,94271067.0,0.0
1137,Like Mike Collection,2.0,0.0,9497326.5
1138,C.H.U.D. Collection,2.0,3412497.0,0.0
1139,Our Man Flint Collection,2.0,0.0,6200000.0
1140,Dr. Phibes Collection,2.0,0.0,0.0
1141,Open Water Collection,2.0,54667954.0,0.0
1142,Demetrius Filmreihe,2.0,36000000.0,31900172.5
1143,Bummer Collection,2.0,1600000.0,3250000.0
1144,Azumi Collection,2.0,0.0,66269831.5
1145,What the Bleep! Collection,2.0,10138913.0,257478105.5
1146,Cat People Collection,2.0,4000000.0,1248173259.0
1147,Brother Bear Collection,2.0,0.0,0.0
1148,White Noise Collection,2.0,91196419.0,0.0
1149,Hidden Collection,2.0,0.0,34910667.0
1150,Daddy Day Camp Collection,2.0,182631265.0,225877912.0
1151,War of the Worlds Collection,2.0,0.0,0.0
1152,Without a Paddle Collection,2.0,69631118.0,275116915.0
1153,Kiler Collection,2.0,0.0,0.0
1154,Sugata Sanshirō Collection,2.0,0.0,16622.5
1155,Half Past Dead Collection,2.0,0.0,0.0
1156,Fright Night Collection,2.0,27906021.0,0.0
1157,Stir of Echoes Collection,2.0,21133087.0,598258754.0
1158,The Spiders Serial,2.0,0.0,227656413.0
1159,Grey Gardens Collection,2.0,0.0,311450000.0
1160,A Christmas Story Collection,2.0,19294144.0,3717247395.0
1161,Fullmetal Alchemist Collection,2.0,7401480.0,0.0
1162,State Property Collection,2.0,3798544.0,0.0
1163,AVP Collection,2.0,212980929.0,4450000.0
1164,Airplane Collection,2.0,110604073.0,60607188.5
1165,"Pagnol, Childhood's Memories",2.0,0.0,1899272.0
1166,Dead Snow Collection,2.0,2022135.0,0.0
1167,Allan Quatermain Collection,2.0,238227.0,325469874.0
1168,Garfield Collection,2.0,342506798.0,0.0
1169,Dark Planet Collection,2.0,27708716.0,10566543.5
1170,The Collector Collection,2.0,120842058.0,37755561.5
1171,Rest Stop Collection,2.0,0.0,0.0
1172,My Bloody Valentine Collection,2.0,100734718.0,56093861.0
1173,Inspector Gadget Collection,2.0,0.0,0.0
1174,Beastmaster Collection,2.0,14925853.0,32784934.5
1175,House on Haunted Hill Collection,2.0,40846082.0,9098738.5
1176,On Any Sunday Collection,2.0,0.0,235046086.5
1177,Dennis the Menace Collection,2.0,117270765.0,0.0
1178,King of the Zombies Collection,2.0,0.0,0.0
1179,The Best Man Collection,2.0,106198975.0,0.0
1180,The Guyver Collection,2.0,0.0,0.0
1181,Che Collection,2.0,0.0,14287539.0
1182,Zapped Collection,2.0,0.0,9246181.0
1183,Zoolander Collection,2.0,116749981.0,0.0
1184,The Haunting in Connecticut Collection,2.0,77527732.0,0.0
1185,Marley & Me Collection,2.0,244082376.0,488454270.0
1186,Blue Collar Comedy Tour Collection,2.0,604856.0,74522256.5
1187,Omega Code Series,2.0,2400000.0,96408.0
1188,Penitenciaría - Colección,2.0,0.0,5022651.0
1189,My Girl Collection,2.0,0.0,0.0
1190,The Mesrine Collection,2.0,31055440.0,6828259.5
1191,Mall Cop Collection,2.0,290890373.0,55313982.5
1192,Afro Samurai Collection,2.0,0.0,216531381.5
1193,G.I. Joe (Live-Action) Collection,2.0,674345295.0,0.0
1194,Love Hina Collection,2.0,0.0,0.0
1195,Guinea Pig Collection,2.0,0.0,0.0
1196,Onomichi Trilogy,2.0,0.0,0.0
1197,Elektra Luxx Collection,2.0,18107.0,0.0
1198,Fritz the Cat Collection,2.0,0.0,464371649.0
1199,Sex and Zen Collection,2.0,396003.0,0.0
1200,Ma and Pa Kettle Collection,2.0,0.0,2800000.0
1201,Hot Tub Time Machine Collection,2.0,76886913.0,0.0
1202,How to Train Your Dragon Collection,2.0,1104001807.0,295897468.0
1203,Clash of the Titans Collection,2.0,533713139.0,126000.0
1204,Kick-Ass Collection,2.0,156888903.0,224000000.0
1205,The Moment After Collection,2.0,0.0,0.0
1206,Tooth Fairy Collection,2.0,112462508.0,0.0
1207,Bananas!* Collection,2.0,0.0,0.0
1208,Panda! Go Panda! Collección,2.0,0.0,0.0
1209,Analyze Collection,2.0,231888793.0,63245813.0
1210,Stray Cat Rock Collection,2.0,0.0,383195451.5
1211,48 Hrs. Collection,2.0,232387482.0,0.0
1212,Westworld Collection,2.0,0.0,0.0
1213,Alligator Collection,2.0,0.0,0.0
1214,Pet Sematary Collection,2.0,74561920.0,13677.0
1215,Alice in Wonderland Collection,2.0,1324861194.0,161000000.0
1216,Percy Jackson Collection,2.0,401075960.0,361411924.0
1217,Olympia,2.0,0.0,0.0
1218,Avatar Collection,2.0,2787965087.0,483500.0
1219,Sleuth Collection,2.0,342835.0,0.0
1220,Fuga de cerebros - Collection,2.0,0.0,0.0
1221,Laid to Rest Collection,2.0,0.0,0.0
1222,Cloudy with a Chance of Meatballs Collection,2.0,491373087.0,0.0
1223,Die Fritz Lang Indien-Edition,2.0,0.0,0.0
1224,MVP,2.0,0.0,53535827.5
1225,Mickey's Upon a Christmas Collection,2.0,0.0,46039138.5
1226,The Gorky Collection,2.0,0.0,0.0
1227,Sherlock Holmes Collection,2.0,858643679.0,0.0
1228,Steal This Film Collection,2.0,0.0,0.0
1229,Anglo-Zulu War Collection,2.0,8000000.0,14415.5
1230,MacGyver (TV Movies) Collection,2.0,0.0,0.0
1231,Ninja Collection,2.0,0.0,0.0
1232,Swamp Thing Collection,2.0,192816.0,0.0
1233,Rocky Horror Collection,2.0,112892319.0,0.0
1234,Thunderbirds (Animation) Collection,2.0,0.0,728966644.5
1235,Trylogia Sienkiewicza,2.0,0.0,106673541.5
1236,Captain Harlock Collection,2.0,17137302.0,0.0
1237,Camp Rock Collection,2.0,0.0,150000.0
1238,Jack Frost Collection,2.0,0.0,0.0
1239,Quarantine Collection,2.0,40855419.0,361289.5
1240,Inoshika Ocho series,2.0,0.0,48959331.5
1241,I Am Curious Collection,2.0,0.0,7024186.0
1242,Hitman Collection,2.0,181933203.0,15099552.5
1243,Niko - Coleccion,2.0,17000000.0,0.0
1244,Bachelor Party Collection,2.0,38435947.0,0.0
1245,Arthur Collection,2.0,110142874.0,1462480802.0
1246,Caddyshack Collection,2.0,39846344.0,0.0
1247,Navarone Collection,2.0,36130000.0,27213821.0
1248,The Hamiltons Collection,2.0,0.0,0.0
1249,300 Collection,2.0,760190470.0,53099487.5
1250,Keinohrhasen Filmreihe,2.0,130023447.0,0.0
1251,Battlestar Galactica (Reboot) Collection,2.0,0.0,0.0
1252,Grumpy Old Men Collection,2.0,0.0,0.0
1253,The Condemned Collection,2.0,8642858.0,0.0
1254,Vacancy Collection,2.0,35300645.0,23799821.5
1255,National Treasure Collection,2.0,804815062.0,0.0
1256,Cross of Iron Collection,2.0,0.0,0.0
1257,Decoys Collection,2.0,0.0,30830480.0
1258,Ivan The Terrible Collection,2.0,0.0,64640637.0
1259,Elite Squad Collection,2.0,63027681.0,33596429.5
1260,FernGully Collection,2.0,32710894.0,5329896.0
1261,East is East Collection,2.0,32067000.0,818708215.5
1262,Born Free Trilogy,2.0,0.0,0.0
1263,If I Were You Collection,2.0,0.0,0.0
1264,American Psycho Collection,2.0,34266564.0,0.0
1265,Brice Collection,2.0,0.0,0.0
1266,Halloween (Rob Zombie Series) Collection,2.0,119675375.0,0.0
1267,2 Days In... Collection,2.0,21429951.0,0.0
1268,Grindhouse Collection,2.0,25037897.0,48030429.0
1269,Trilogía Sollima,2.0,0.0,15276697.0
1270,Darko Collection,2.0,5370522.0,0.0
1271,30 Days of Night Collection,2.0,75505973.0,52077921.5
1272,Star Crash Collection,2.0,0.0,0.0
1273,The Party Collection,2.0,0.0,0.0
1274,Why Did I Get Married Collection,2.0,115257317.0,792072293.5
1275,SpongeBob Collection,2.0,451755824.0,133648843.5
1276,The Whole Nine/Ten Yards Collection,2.0,132527432.0,0.0
1277,American Graffiti Collection,2.0,155014674.0,60421029.0
1278,Vampire Hunter D Collection,2.0,0.0,0.0
1279,Death Race Original Collection,2.0,8000000.0,0.0
1280,Piranha Collection,2.0,0.0,0.0
1281,The Lone Ranger (Clayton Moore) Collection,2.0,0.0,4321429.0
1282,Fanny Brice Collection,2.0,52223306.0,319085074.5
1283,Mirrors Collection,2.0,72436439.0,0.0
1284,Red Cliff Collection,2.0,248873834.0,0.0
1285,Deuce Bigalow Collection,2.0,87935221.0,292589464.0
1286,Space Chimps Collection,2.0,63800345.0,0.0
1287,The Last Picture Show Collection,2.0,29133000.0,55958643.5
1288,Journey Collection,2.0,457394820.0,0.0
1289,In China They Eat Dogs Collection,2.0,0.0,12552758.5
1290,Lew Harper Collection,2.0,12000000.0,1231858108.0
1291,Frosty the Snowman Collection,2.0,0.0,0.0
1292,Get Smart Collection,2.0,0.0,0.0
1293,Ten Minutes Older... (Collection),2.0,0.0,12233630.5
1294,Arn collection,2.0,0.0,0.0
1295,The Ultimate Collection,2.0,0.0,0.0
1296,Single White Female Collection,2.0,48017402.0,0.0
1297,The Black Stallion Collection,2.0,47599643.0,0.0
1298,Nim's Island Collection,2.0,100076342.0,0.0
1299,Street Kings Collection,2.0,65569869.0,22650000.0
1300,"To Sir, with Love Collection",2.0,0.0,492503.5
1301,The Boondock Saints Collection,2.0,10659792.0,0.0
1302,Wayne's World Collection,2.0,169662323.0,0.0
1303,Sex and the City Collection,2.0,703600478.0,0.0
1304,Sister Act Collection,2.0,288924179.0,55401838.0
1305,Slime City Collection,1.0,0.0,0.0
1306,Daddy's Home Collection,1.0,242786137.0,0.0
1307,Zombi Collection,1.0,0.0,0.0
1308,Umizaru Collection,1.0,0.0,169327687.0
1309,Chinese Boxer Collection,1.0,0.0,0.0
1310,Once were Warriors Collection,1.0,2201126.0,0.0
1311,Cold War Collection,1.0,0.0,589331619.0
1312,OSS 117 The Original Saga,1.0,0.0,793216361.0
1313,Arabian Nights,1.0,0.0,0.0
1314,Tales From The Dark Collection,1.0,0.0,56309766.0
1315,F.C. De Kampioenen Collectie,1.0,7471304.0,0.0
1316,Lucky Luke (Terence Hill) Collection,1.0,0.0,0.0
1317,K3 Collectie,1.0,0.0,5125098793.0
1318,Public Enemy Series,1.0,0.0,0.0
1319,Richie Rich Collection,1.0,0.0,0.0
1320,All Hallow's Eve Collection,1.0,0.0,0.0
1321,Super Size Me Collection,1.0,28575078.0,401099483.0
1322,Hentai Kamen Collection,1.0,0.0,3000000.0
1323,Young And Dangerous Collection,1.0,0.0,99532338.0
1324,Алиса в стране чудес (Коллекция),1.0,0.0,0.0
1325,Devasuram Collection,1.0,0.0,0.0
1326,The Under-Gifted Collection,1.0,0.0,29800000.0
1327,Regalo di Natale - Collezione,1.0,0.0,0.0
1328,08/15 Collection,1.0,0.0,471243165.0
1329,Papa ou Maman Collection,1.0,0.0,0.0
1330,Lammbock Collection,1.0,0.0,0.0
1331,Dr. Mabuse Collection,1.0,0.0,0.0
1332,Dark Rising Collection,1.0,0.0,0.0
1333,Wonder Woman Collection,1.0,820580447.0,0.0
1334,The Cheerleaders - Collection,1.0,0.0,429375314.0
1335,Bang Rajan Collection,1.0,0.0,60000000.0
1336,Fallen Collection,1.0,0.0,0.0
1337,Fight Back to School Collection,1.0,0.0,0.0
1338,Mrs. Miracle Collection,1.0,0.0,194565309.0
1339,Hot Wheels: AcceleRacers - Collection,1.0,0.0,261228450.0
1340,The Krays Collection,1.0,0.0,0.0
1341,Extralarge Collection,1.0,0.0,0.0
1342,Argo Collection,1.0,0.0,0.0
1343,Madeline,1.0,0.0,1075726677.0
1344,Pierino - Serie ufficiale,1.0,0.0,924422301.0
1345,Northpole,1.0,0.0,0.0
1346,The Adventures of Mickey Matson Collection,1.0,0.0,77527732.0
1347,The Falls Collection,1.0,0.0,0.0
1348,Wolf Warriors Collection,1.0,80000000.0,25000000.0
1349,The Prostitute Trilogy,1.0,0.0,69623713.0
1350,Ostwind Filmreihe,1.0,0.0,0.0
1351,Destricted,1.0,0.0,5844868.0
1352,Assassination Classroom Collection,1.0,0.0,2935523356.0
1353,Tada's Do-It-All Collection,1.0,0.0,0.0
1354,Aurélie Laflamme Collection,1.0,0.0,0.0
1355,Göta kanal collection,1.0,0.0,17985893.0
1356,Zipi y Zape - Colección,1.0,0.0,0.0
1357,Şevkat Yerimdar Serisi,1.0,0.0,0.0
1358,Tainá,1.0,0.0,100138851.0
1359,Midnight Diner Collection,1.0,0.0,2944162634.0
1360,The Pub Landlord Collection,1.0,0.0,0.0
1361,Alan Davies Collection,1.0,0.0,561202163.0
1362,Miles Jupp Standup Collection,1.0,0.0,59893982.0
1363,The Joys of Torture Series,1.0,0.0,88025781.0
1364,Der Bockerer Collection,1.0,0.0,0.0
1365,Blood Island (Hammer series),1.0,0.0,631442092.0
1366,I soliti idioti Collection,1.0,0.0,1040000.0
1367,Krummerne (Samling),1.0,0.0,836688411.0
1368,Olsen Banden (Samling),1.0,0.0,40000000.0
1369,Vai Que Dá Certo,1.0,0.0,798406075.0
1370,Sağ Salim Serisi,1.0,0.0,0.0
1371,Düğün Dernek Collection,1.0,0.0,341523612.0
1372,Mandıra Filozofu Serisi,1.0,0.0,260702809.0
1373,The Hobgoblin Collection,1.0,0.0,0.0
1374,Flatland Collection,1.0,0.0,27625100.0
1375,Nitro Collection,1.0,0.0,0.0
1376,In the Vineyard Collection,1.0,0.0,84460846.0
1377,Omae Umasou Da na,1.0,0.0,82917392.0
1378,DMB Collection,1.0,0.0,29133000.0
1379,Bloodfight,1.0,0.0,34510225.0
1380,Gumball 3000 Collection,1.0,0.0,6924581.0
1381,Сказки Чуковского,1.0,0.0,781111076.0
1382,I Spit on Your Grave (Original) Collection,1.0,0.0,0.0
1383,Ducobu Collection,1.0,0.0,788241776.0
1384,Чебурашка и крокодил Гена,1.0,0.0,222300000.0
1385,Tomtar och Trolltyg Collection,1.0,0.0,0.0
1386,Hailey Dean Mystery Collection,1.0,0.0,0.0
1387,Kocan Kadar Konuş Serisi,1.0,0.0,30471420.0
1388,Ivan Brovkin Collection,1.0,0.0,2916544743.0
1389,Зимняя Вишня (трилогия),1.0,0.0,0.0
1390,Aniskin Collection,1.0,0.0,0.0
1391,The Cutlass Collection,1.0,0.0,0.0
1392,Adventures of a ...,1.0,0.0,4905000.0
1393,Macskafogó gyűjtemény,1.0,0.0,20659423.0
1394,Çalgı Çengi Collection,1.0,0.0,35500000.0
1395,La Tour Infernale,1.0,0.0,0.0
1396,Параграф 78 - Дилогия,1.0,0.0,0.0
1397,Никто не знает про секс - Коллекция,1.0,0.0,15608545.0
1398,God of Gamblers Collection,1.0,4762337.0,0.0
1399,Turkish Star Wars,1.0,0.0,22165608.0
1400,Tokyo Decadence series,1.0,0.0,0.0
1401,They Call Me Bruce Collection,1.0,16894678.0,351583407.0
1402,Minions: 3 Mini-Movie Collection,1.0,0.0,1627105295.0
1403,Classmates Collection,1.0,0.0,18718124.0
1404,Romantik Komedi [Seri],1.0,0.0,659576787.0
1405,Eyyvah Eyvah Collection,1.0,0.0,31055440.0
1406,Zero Woman Collection,1.0,0.0,1109660.0
1407,Caméra Café,1.0,0.0,119317844.0
1408,White Collar Hooligan Collection,1.0,0.0,214839043.0
1409,Little Bear,1.0,0.0,0.0
1410,Kolpaçino Serisi,1.0,0.0,0.0
1411,Shin Chan Collection,1.0,0.0,0.0
1412,Macross Frontier Collection,1.0,0.0,0.0
1413,Showgirls Collection,1.0,20350754.0,0.0
1414,00 Schneider Filmreihe,1.0,0.0,1250027401.0
1415,Black Magic Collection,1.0,0.0,400124401.0
1416,Los Leguineche - Colección,1.0,1622164.0,0.0
1417,Force Collection,1.0,0.0,0.0
1418,Die Kirche bleibt im Dorf Collection,1.0,0.0,36442475.0
1419,Knerten Collection,1.0,0.0,0.0
1420,Father of Four Collection,1.0,0.0,0.0
1421,Rakht Charitra,1.0,0.0,252077290.0
1422,Tarzan (Mike Henry series),1.0,0.0,44527234.0
1423,Race Gurram collection,1.0,0.0,0.0
1424,Welcome Collection,1.0,36500000.0,107912717.0
1425,Wild Orchid Collection,1.0,0.0,0.0
1426,Flower & Snake Collection,1.0,0.0,0.0
1427,Les Profs,1.0,0.0,0.0
1428,Raaz Collection,1.0,0.0,0.0
1429,Death Note Relight,1.0,0.0,0.0
1430,ABCD Collection,1.0,222000.0,0.0
1431,Horror High Collection,1.0,0.0,2970.0
1432,You Got Served Collection,1.0,0.0,164478248.0
1433,All for ...,1.0,0.0,75871032.0
1434,Black & White Collection,1.0,0.0,84563118.0
1435,Armitage III Collection,1.0,0.0,17626234.0
1436,The Nigger Charley Collection,1.0,0.0,0.0
1437,Fast Getaway Collection,1.0,0.0,0.0
1438,Nadodikkattu Collection,1.0,0.0,260484588.0
1439,Beck - Historien om ett brott,1.0,0.0,16.0
1440,Eccezzziunale... veramente Collections,1.0,0.0,0.0
1441,Hard Time Collection,1.0,0.0,30468044.0
1442,Spirits' Homecoming Collection,1.0,0.0,0.0
1443,Sides of the Bed,1.0,0.0,316699354.0
1444,Waldemar Daninsky Collection,1.0,0.0,6732396.0
1445,Till Luck Do Us Part Collection,1.0,1672940.0,0.0
1446,Mikogami Trilogy / Wanderer Jôkichi,1.0,0.0,118647330.0
1447,Goopy Bagha Trilogy,1.0,0.0,0.0
1448,Kung Fu Mahjong Collection,1.0,0.0,493881361.0
1449,LasseMaja: Samling,1.0,0.0,0.0
1450,Fatal Fury Collection,1.0,0.0,0.0
1451,Kenji Misumi's Trilogy of the Sword,1.0,0.0,118063304.0
1452,Emmanuelle 2000 Collections (USA),1.0,0.0,0.0
1453,Flower Shop Mystery Collection,1.0,0.0,32416586.0
1454,All of My Heart Collection,1.0,0.0,447188544.0
1455,CyberTracker Collection,1.0,0.0,165333180.0
1456,Mi Nismo Anđeli Collection,1.0,0.0,0.0
1457,Nana Collection,1.0,0.0,875457937.0
1458,Singam Collection,1.0,9700000.0,14665733.0
1459,The Modesty Blaise Collection,1.0,0.0,0.0
1460,Memories Collection,1.0,0.0,48063435.0
1461,Karas The Collection,1.0,0.0,0.0
1462,Quando le donne avevano la coda,1.0,0.0,0.0
1463,Superman (DC Universe Animated) Collection,1.0,0.0,27000000.0
1464,The Angrez Collection,1.0,300000.0,0.0
1465,Yamakasi - Collection,1.0,0.0,83405478.0
1466,Bloodfist Collection,1.0,0.0,0.0
1467,Meu Passado me Condena,1.0,0.0,35007180.0
1468,Don't Go Breaking My Heart Collection,1.0,0.0,0.0
1469,The Four Collection,1.0,0.0,1108367047.0
1470,Nymphomaniac Collection,1.0,2227167.0,0.0
1471,Zanna Bianca Collection,1.0,0.0,0.0
1472,American Addict Collection,1.0,0.0,0.0
1473,Горько! (Коллекция),1.0,0.0,109100657.0
1474,Eberhofer Krimi Collection,1.0,0.0,0.0
1475,Lamù Collection,1.0,0.0,0.0
1476,China O'Brien Collection,1.0,0.0,1519796.0
1477,The Heroic Trio Collection,1.0,0.0,165963399.0
1478,Swordsman Collection,1.0,0.0,0.0
1479,Action Pack Bandit Films Collection,1.0,0.0,0.0
1480,"Maria, ihm schmeckt's nicht!",1.0,0.0,0.0
1481,We're the Millers Collection,1.0,269994119.0,0.0
1482,Warriors of Virtue Collection,1.0,0.0,0.0
1483,Yamla Pagla Deewana,1.0,0.0,1845327738.0
1484,World War Z Collection,1.0,531865000.0,1423000.0
1485,Pacific Rim Collection,1.0,407602906.0,47758430.0
1486,Mods Collection,1.0,0.0,0.0
1487,Stomp the Yard Collection,1.0,75511123.0,54947.0
1488,The Devil's Carnival Collection,1.0,0.0,0.0
1489,The South Shaolin Master Collection,1.0,0.0,310705790.0
1490,Die Nibelungen Filmreihe,1.0,0.0,951179.0
1491,The Nut Job Collection,1.0,0.0,3342107290.0
1492,Gunbuster Collection,1.0,0.0,0.0
1493,The Croods Collection,1.0,585178928.0,0.0
1494,Anatomy Collection,1.0,0.0,0.0
1495,Viy Collection,1.0,34592118.0,0.0
1496,The Reef Collection,1.0,0.0,238073.0
1497,I due carabinieri Collecion,1.0,0.0,269143718.0
1498,Freche Mädchen Filmreihe,1.0,0.0,40738250.0
1499,Father Flanagan Collection,1.0,0.0,0.0
1500,Kingsman Collection,1.0,414351546.0,0.0
1501,Constantine Collection,1.0,230884728.0,0.0
1502,Flower and Snake Collection,1.0,0.0,0.0
1503,Six Swedes Collection,1.0,0.0,808114.0
1504,Ninjas vs. Collection,1.0,0.0,0.0
1505,Cleopatra Jones,1.0,0.0,132527432.0
1506,The ChubbChubbs Collection,1.0,0.0,0.0
1507,The Monkey King Collection,1.0,0.0,0.0
1508,If You Are the One (Collection),1.0,0.0,0.0
1509,Zu Warriors Collection,1.0,0.0,0.0
1510,Valami Amerika gyűjtemény,1.0,0.0,1405305345.0
1511,Aashiqui Collection,1.0,16000000.0,154232059.0
1512,Warriors of the Rainbow: The Seediq Bale Saga,1.0,0.0,6697771.0
1513,Hopalong Cassidy films,1.0,0.0,0.0
1514,Dead in Tombstone Collection,1.0,0.0,257567747.0
1515,Digimon Collection,1.0,0.0,0.0
1516,Annabelle Collection,1.0,255273813.0,0.0
1517,Kati Collection,1.0,0.0,0.0
1518,Star Wreck Collection,1.0,0.0,16894678.0
1519,Father and Guns Collection,1.0,0.0,166251935.0
1520,Cyborg 009 Collection,1.0,0.0,8176544.0
1521,Journey to the West Collection,1.0,0.0,1093898020.0
1522,Disneys Große Pause,1.0,44460850.0,0.0
1523,Mr. Bones Collection,1.0,0.0,0.0
1524,The Snowman Collection,1.0,0.0,24209008.0
1525,Bats Collection,1.0,10.0,0.0
1526,Dreileben,1.0,0.0,0.0
1527,Galaxy Express 999 Collection,1.0,0.0,0.0
1528,Takashi Miike's Young Thugs series,1.0,0.0,0.0
1529,Naked Fear Collection,1.0,0.0,1672940.0
1530,The Desert Collection,1.0,0.0,101646581.0
1531,Fred Collection,1.0,0.0,20300000.0
1532,Sami Swoi Collection,1.0,0.0,126.0
1533,Truth in 24 Collection,1.0,0.0,0.0
1534,U Pana Boga Collection,1.0,0.0,0.0
